alias,autor_normalizado,confianza,origen,score,n_filas_base,n_articulos_base
"Hernández-Landa, J.",Javier Hernández Landa,alta,revision_manual_resuelta_web,,,
J Hernández Landa,Javier Hernández Landa,alta,revision_manual_resuelta_web,,,
Javier Hernández Landa,Javier Hernández Landa,alta,revision_manual_resuelta_web,,,
Javier Tovar Cortes,Javier Tovar Cortes,alta,nuevo_autor_normalizado_display,0.0,5,5
"Tovar-Cortes, Javier",Javier Tovar Cortes,alta,nuevo_autor_normalizado,0.0,5,5
Jean Philippe Thiran,Jean Philippe Thiran,alta,nuevo_autor_normalizado_display,0.0,2,2
"Thiran, Jean-Philippe",Jean Philippe Thiran,alta,nuevo_autor_normalizado,0.0,2,2
J. Lopez-Aparicio,Jehu Lopez Aparicio,media,expandido_por_variante_interna,0.0,2,2
Jehu Lopez Aparicio,Jehu Lopez Aparicio,alta,nuevo_autor_normalizado_display,0.0,2,2
"Lopez-Aparicio, J.",Jehu Lopez Aparicio,media,expandido_por_variante_interna,0.0,2,2
"Lopez-Aparicio, Jehu",Jehu Lopez Aparicio,alta,nuevo_autor_normalizado,0.0,2,2
"Caballero Chávez, Jeili Leilani",Jeili Leilani Caballero Chávez,alta,nuevo_autor_normalizado,0.0,2,2
Jeili Leilani Caballero Chávez,Jeili Leilani Caballero Chávez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Barco, Jessica",Jessica Barco,alta,nuevo_autor_normalizado,0.0,2,2
Jessica Barco,Jessica Barco,alta,nuevo_autor_normalizado_display,0.0,2,2
"Cantillo-Negrete, Jessica",Jessica Cantillo Negrete,alta,nuevo_autor_normalizado,0.0,1,1
Jessica Cantillo Negrete,Jessica Cantillo Negrete,alta,nuevo_autor_normalizado_display,0.0,1,1
Jesus Alejandro Torres Hurtado,Jesus Alejandro Torres Hurtado,alta,nuevo_autor_normalizado_display,0.0,1,1
"Torres-Hurtado, Jesus-Alejandro",Jesus Alejandro Torres Hurtado,alta,nuevo_autor_normalizado,0.0,1,1
"Delolmo-Márquez, Jesús",Jesús Delolmo Márquez,alta,nuevo_autor_normalizado,0.0,2,2
Jesús Delolmo Márquez,Jesús Delolmo Márquez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Garcia-Ramirez, Jesus",Jesús García Ramírez,alta,tutora_exacta,1.0,2,2
Jesus Garcia Ramirez,Jesús García Ramírez,alta,tutora_exacta_display,1.0,2,2
"Hernandez-Falcon, Jesus",Jesus Hernandez Falcon,alta,nuevo_autor_normalizado,0.0,3,3
Jesus Hernandez Falcon,Jesus Hernandez Falcon,alta,nuevo_autor_normalizado_display,0.0,3,3
"Marín, N.",Jesús Nestaly Marín Nevárez,alta,correccion_manual_usuario_sin_acentos,,1,1
"Marín, Nestaly",Jesús Nestaly Marín Nevárez,alta,correccion_manual_usuario_extiende_tutora,,1,1
N Marín,Jesús Nestaly Marín Nevárez,alta,correccion_manual_usuario_sin_acentos_display,,1,1
Nestaly Marín,Jesús Nestaly Marín Nevárez,alta,correccion_manual_usuario_extiende_tutora_display,,1,1
Jesús Pérez Romero,Jesús Pérez Romero,alta,nuevo_autor_normalizado_display,0.0,7,7
"Pérez-Romero, Jesús",Jesús Pérez Romero,alta,nuevo_autor_normalizado,0.0,7,7
Jesús Savage,Jesús Savage,alta,nuevo_autor_normalizado_display,0.0,3,3
"Savage, Jesús",Jesús Savage,alta,nuevo_autor_normalizado,0.0,3,3
Jesus Vázquez Osorio,Jesus Vázquez Osorio,alta,nuevo_autor_normalizado_display,0.0,2,2
"Vázquez-Osorio, Jesus",Jesus Vázquez Osorio,alta,nuevo_autor_normalizado,0.0,2,2
J Olveres,Jimena Olveres,media,expandido_por_variante_interna_display,0.0,8,8
Jimena Olveres,Jimena Olveres,alta,nuevo_autor_normalizado_display,0.0,36,36
"Olveres, J.",Jimena Olveres,media,expandido_por_variante_interna,0.0,8,8
"Olveres, Jimena",Jimena Olveres,alta,nuevo_autor_normalizado,0.0,36,36
Jimena Olveres Montiel,Jimena Olveres Montiel,alta,tutora_exacta_display,1.0,2,2
"Olveres-Montiel, Jimena",Jimena Olveres Montiel,alta,tutora_exacta,1.0,2,2
"Barroso-Flores, J.",Joaquín Barroso Flores,alta,revision_manual_resuelta_web,,,
J Barroso Flores,Joaquín Barroso Flores,alta,revision_manual_resuelta_web,,,
Joaquín Barroso Flores,Joaquín Barroso Flores,alta,revision_manual_resuelta_web,,,
Joel Rodriguez Herrera,Joel Rodriguez Herrera,alta,nuevo_autor_normalizado_display,0.0,2,2
"Rodriguez-Herrera, Joel",Joel Rodriguez Herrera,alta,nuevo_autor_normalizado,0.0,2,2
Joel Sanchez Bermudez,Joel Sanchez Bermudez,alta,nuevo_autor_normalizado_display,0.0,4,4
"Sanchez-Bermudez, Joel",Joel Sanchez Bermudez,alta,nuevo_autor_normalizado,0.0,4,4
"Estrada-López, Johan J.",Johan Estrada López,media,revision_manual_resuelta_web,,,
Johan Estrada López,Johan Estrada López,media,revision_manual_resuelta_web,,,
Johan J Estrada López,Johan Estrada López,media,revision_manual_resuelta_web,,,
"Grande-Barreto, Jonas",Jonas Grande Barreto,alta,nuevo_autor_normalizado,0.0,2,2
Jonas Grande Barreto,Jonas Grande Barreto,alta,nuevo_autor_normalizado_display,0.0,2,2
"Campos, Jonathan Acuna",Jonathan Acuna Campos,alta,nuevo_autor_normalizado,0.0,1,1
Jonathan Acuna Campos,Jonathan Acuna Campos,alta,nuevo_autor_normalizado_display,0.0,1,1
"Biteau, J.",Jonathan Biteau,media,revision_manual_resuelta_web,,,
J Biteau,Jonathan Biteau,media,revision_manual_resuelta_web,,,
Jonathan Biteau,Jonathan Biteau,media,revision_manual_resuelta_web,,,
Jonathan Rafael Patino,Jonathan Rafael Patino,alta,nuevo_autor_normalizado_display,0.0,2,2
"Rafael-Patino, Jonathan",Jonathan Rafael Patino,alta,nuevo_autor_normalizado,0.0,2,2
Jorge A Marquez Flores,Jorge Alberto Márquez Flores,media,tutora_probable_display,0.96,2,2
"Marquez-Flores, Jorge A.",Jorge Alberto Márquez Flores,media,tutora_probable,0.96,2,2
"Hughes-Cano, J. A.",Jorge Armando Hughes Cano,alta,revision_manual_resuelta_web,,,
"Hughes-Cano, JA",Jorge Armando Hughes Cano,alta,revision_manual_resuelta_web,,,
J A Hughes Cano,Jorge Armando Hughes Cano,alta,revision_manual_resuelta_web,,,
JA Hughes Cano,Jorge Armando Hughes Cano,alta,revision_manual_resuelta_web,,,
Jorge Armando Hughes Cano,Jorge Armando Hughes Cano,alta,revision_manual_resuelta_web,,,
"Cravioto-Lagos, J.",Jorge Cravioto Lagos,media,alias_a_autor_existente_probable,0.9,1,1
J Cravioto Lagos,Jorge Cravioto Lagos,media,alias_a_autor_existente_probable_display,0.9,1,1
"González Cázares, Jorge Ignacio",Jorge Ignacio González Cázares,alta,nuevo_autor_normalizado,0.0,1,1
Jorge Ignacio González Cázares,Jorge Ignacio González Cázares,alta,nuevo_autor_normalizado_display,0.0,1,1
"Barrera Ballesteros, Jorge K.",Jorge Karolt Barrera Ballesteros,media,tutora_probable,0.96,2,2
Jorge K Barrera Ballesteros,Jorge Karolt Barrera Ballesteros,media,tutora_probable_display,0.96,2,2
J L Martínez Valencia,Jorge Luis Martínez Valencia,alta,revision_manual_resuelta_web,,,
Jorge Luis Martínez Valencia,Jorge Luis Martínez Valencia,alta,revision_manual_resuelta_web,,,
"Martínez-Valencia, J.L.",Jorge Luis Martínez Valencia,alta,revision_manual_resuelta_web,,,
"Arjona, J.L.O.",Jorge Luis Ortega Arjona,media,tutora_probable,0.96,2,2
"Arjona, Jorge Luis Ortega",Jorge Luis Ortega Arjona,alta,tutora_exacta,1.0,3,3
J L O Arjona,Jorge Luis Ortega Arjona,media,tutora_probable_display,0.96,2,2
J. L. Ortega-Arjona,Jorge Luis Ortega Arjona,media,tutora_probable,0.96,2,2
Jorge Luis Ortega Arjona,Jorge Luis Ortega Arjona,alta,tutora_exacta_display,1.0,3,3
"Ortega Arjona, Jorge Luis",Jorge Luis Ortega Arjona,alta,tutora_exacta,1.0,3,3
Jorge Pantaleón,Jorge Pantaleón,alta,nuevo_autor_normalizado_display,0.0,2,2
"Pantaleón, Jorge",Jorge Pantaleón,alta,nuevo_autor_normalizado,0.0,2,2
Jorge Perez Gonzalez,Jorge Pérez González,alta,tutora_exacta_display,1.0,6,6
"Perez-Gonzalez, Jorge",Jorge Pérez González,alta,tutora_exacta,1.0,6,6
Jorge A Perez Hernandez,Jorge Pérez Hernández,media,revision_manual_resuelta_web,,,
Jorge Pérez Hernández,Jorge Pérez Hernández,media,revision_manual_resuelta_web,,,
"Perez-Hernandez, Jorge A.",Jorge Pérez Hernández,media,revision_manual_resuelta_web,,,
Jorge Rodrigo Sigal Sefchovich,Jorge Rodrigo Sigal Sefchovich,alta,nuevo_autor_normalizado_display,0.0,1,1
"Sefchovich, Jorge Rodrigo Sigal",Jorge Rodrigo Sigal Sefchovich,alta,nuevo_autor_normalizado,0.0,1,1
Jorge L Rojas Arce,Jorge Rojas Arce,media,revision_manual_resuelta_web,,,
Jorge Rojas Arce,Jorge Rojas Arce,media,revision_manual_resuelta_web,,,
"Rojas-Arce, Jorge L.",Jorge Rojas Arce,media,revision_manual_resuelta_web,,,
Jorge Téllez Torres,Jorge Téllez Torres,alta,nuevo_autor_normalizado_display,0.0,5,5
"Téllez-Torres, Jorge",Jorge Téllez Torres,alta,nuevo_autor_normalizado,0.0,5,5
J Urrutia,Jorge Urrutia,media,expandido_por_variante_interna_display,0.0,2,2
Jorge Urrutia,Jorge Urrutia,alta,nuevo_autor_normalizado_display,0.0,3,3
"Urrutia, J.",Jorge Urrutia,media,expandido_por_variante_interna,0.0,2,2
"Urrutia, Jorge",Jorge Urrutia,alta,nuevo_autor_normalizado,0.0,3,3
Jorge Valeriano Assem,Jorge Valeriano Assem,alta,nuevo_autor_normalizado_display,0.0,1,1
"Valeriano-Assem, Jorge",Jorge Valeriano Assem,alta,nuevo_autor_normalizado,0.0,1,1
Jorge Vallego,Jorge Vallego,alta,nuevo_autor_normalizado_display,0.0,2,2
"Vallego, Jorge",Jorge Vallego,alta,nuevo_autor_normalizado,0.0,2,2
"Herrera-Camacho, Jose Abel",José Abel Herrera Camacho,alta,tutora_exacta,1.0,2,2
Jose Abel Herrera Camacho,José Abel Herrera Camacho,alta,tutora_exacta_display,1.0,2,2
"Aparicio-Santos, J. A.",José Alberto Aparicio Santos,alta,revision_manual_resuelta_web,,,
J A Aparicio Santos,José Alberto Aparicio Santos,alta,revision_manual_resuelta_web,,,
José Alberto Aparicio Santos,José Alberto Aparicio Santos,alta,revision_manual_resuelta_web,,,
Jose Antonio Marmolejo Saucedo,Jose Antonio Marmolejo Saucedo,alta,tutora_exacta_display,1.0,5,5
"Marmolejo-Saucedo, Jose Antonio",Jose Antonio Marmolejo Saucedo,alta,tutora_exacta,1.0,5,5
"Aragón, José L.",José Aragón,media,revision_manual_resuelta_web,,,
José Aragón,José Aragón,media,revision_manual_resuelta_web,,,
José L Aragón,José Aragón,media,revision_manual_resuelta_web,,,
J A Torres López,José Armando Torres López,alta,revision_manual_resuelta_web,,,
José Armando Torres López,José Armando Torres López,alta,revision_manual_resuelta_web,,,
"Torres-López, J.A.",José Armando Torres López,alta,revision_manual_resuelta_web,,,
"Carlos Moreno-Tagle, Jose",Jose Carlos Moreno Tagle,alta,nuevo_autor_normalizado,0.0,2,2
José Carlos Moreno Tagle,Jose Carlos Moreno Tagle,alta,nuevo_autor_normalizado_display,0.0,4,4
"Moreno-Tagle, José Carlos",Jose Carlos Moreno Tagle,alta,nuevo_autor_normalizado,0.0,4,4
"Castillo-Hernández, J.",José Castillo Hernández,alta,revision_manual_resuelta_web,,,
J Castillo Hernández,José Castillo Hernández,alta,revision_manual_resuelta_web,,,
José Castillo Hernández,José Castillo Hernández,alta,revision_manual_resuelta_web,,,
"Cortés-Caballero, José M.",José Cortés Caballero,media,revision_manual_resuelta_web,,,
José Cortés Caballero,José Cortés Caballero,media,revision_manual_resuelta_web,,,
José M Cortés Caballero,José Cortés Caballero,media,revision_manual_resuelta_web,,,
David Flores Peñaloza,José David Flores Peñaloza,alta,tutora_probable_display,0.99,4,4
"Flores-Peñaloza, David",José David Flores Peñaloza,alta,tutora_probable,0.99,4,4
Jose de Jesus Morales Romero,Jose de Jesus Morales Romero,alta,nuevo_autor_normalizado_display,0.0,1,1
"Morales-Romero, Jose de Jesus",Jose de Jesus Morales Romero,alta,nuevo_autor_normalizado,0.0,1,1
"De Leo-Jimenez, J.O.",Jose De Leo Jimenez,media,revision_manual_resuelta_web,,,
"De Leo-Jimenez, Jose O.",Jose De Leo Jimenez,media,revision_manual_resuelta_web,,,
J O De Leo Jimenez,Jose De Leo Jimenez,media,revision_manual_resuelta_web,,,
Jose De Leo Jimenez,Jose De Leo Jimenez,media,revision_manual_resuelta_web,,,
Jose O De Leo Jimenez,Jose De Leo Jimenez,media,revision_manual_resuelta_web,,,
"González, J.E.",José Eduardo González Mireles,alta,revision_manual_resuelta_web,,,
J E González,José Eduardo González Mireles,alta,revision_manual_resuelta_web,,,
José Eduardo González Mireles,José Eduardo González Mireles,alta,revision_manual_resuelta_web,,,
"Giraldo, Jose",Jose Giraldo,alta,nuevo_autor_normalizado,0.0,1,1
Jose Giraldo,Jose Giraldo,alta,nuevo_autor_normalizado_display,0.0,1,1
"Gomez-Coeto, Jose A.",Jose Gomez Coeto,media,revision_manual_resuelta_web,,,
Jose A Gomez Coeto,Jose Gomez Coeto,media,revision_manual_resuelta_web,,,
Jose Gomez Coeto,Jose Gomez Coeto,media,revision_manual_resuelta_web,,,
"Hernandez-Vazquez, Jose I.",Jose Hernandez Vazquez,media,revision_manual_resuelta_web,,,
"Hernandez-Vazquez, Jose O.",Jose Hernandez Vazquez,media,revision_manual_resuelta_web,,,
Jose Hernandez Vazquez,Jose Hernandez Vazquez,media,revision_manual_resuelta_web,,,
Jose I Hernandez Vazquez,Jose Hernandez Vazquez,media,revision_manual_resuelta_web,,,
Jose O Hernandez Vazquez,Jose Hernandez Vazquez,media,revision_manual_resuelta_web,,,
"Huerta-Morales, Jose D.",Jose Huerta Morales,media,revision_manual_resuelta_web,,,
J. D. Huerta-Morales,Jose Huerta Morales,media,revision_manual_resuelta_web,,,
Jose D Huerta Morales,Jose Huerta Morales,media,revision_manual_resuelta_web,,,
Jose Huerta Morales,Jose Huerta Morales,media,revision_manual_resuelta_web,,,
"Arroyo-Nunez, Jose Humberto",Jose Humberto Arroyo Nunez,alta,nuevo_autor_normalizado,0.0,1,1
Jose Humberto Arroyo Nunez,Jose Humberto Arroyo Nunez,alta,nuevo_autor_normalizado_display,0.0,1,1
Jose I Martinez Lopez,Jose Ismael Martinez Lopez,media,tutora_probable_display,0.96,1,1
"Martinez-Lopez, Jose I.",Jose Ismael Martinez Lopez,media,tutora_probable,0.96,1,1
"Escoto, J.J.C.",José Jaime Camacho Escoto,alta,revision_manual_resuelta_web,,,
J J C Escoto,José Jaime Camacho Escoto,alta,revision_manual_resuelta_web,,,
José Jaime Camacho Escoto,José Jaime Camacho Escoto,alta,revision_manual_resuelta_web,,,
"Álvarez-Rebollar, J.L.",José Luis Álvarez Rebollar,media,alias_a_autor_existente_probable,0.9,1,1
J L Álvarez Rebollar,José Luis Álvarez Rebollar,media,alias_a_autor_existente_probable_display,0.9,1,1
"Gonzalez-Compean, J.L.",Jose Luis Gonzalez Compean,media,expandido_por_variante_interna,0.0,2,2
"Gonzalez-Compean, Jose Luis",Jose Luis Gonzalez Compean,alta,nuevo_autor_normalizado,0.0,2,2
J L Gonzalez Compean,Jose Luis Gonzalez Compean,media,expandido_por_variante_interna_display,0.0,2,2
Jose Luis Gonzalez Compean,Jose Luis Gonzalez Compean,alta,nuevo_autor_normalizado_display,0.0,2,2
José L Medina Franco,Jose Luis Medina Franco,media,tutora_probable_display,0.96,1,1
"Medina-Franco, José L.",Jose Luis Medina Franco,media,tutora_probable,0.96,1,1
Jose Luis Vazquez Noguera,Jose Luis Vazquez Noguera,alta,nuevo_autor_normalizado_display,0.0,1,1
"Noguera, Jose Luis Vazquez",Jose Luis Vazquez Noguera,alta,nuevo_autor_normalizado,0.0,1,1
"Vazquez Noguera, Jose Luis",Jose Luis Vazquez Noguera,alta,nuevo_autor_normalizado,0.0,1,1
Jose Luis Vilas,Jose Luis Vilas,alta,nuevo_autor_normalizado_display,0.0,2,2
"Vilas, Jose Luis",Jose Luis Vilas,alta,nuevo_autor_normalizado,0.0,2,2
José Manuel Ramos Guerrero,José Manuel Ramos Guerrero,alta,nuevo_autor_normalizado_display,0.0,1,1
"Ramos-Guerrero, José Manuel",José Manuel Ramos Guerrero,alta,nuevo_autor_normalizado,0.0,1,1
J. M. Matías,José María Matías,alta,revision_manual_resuelta_web,,,
José María Matías,José María Matías,alta,revision_manual_resuelta_web,,,
J. María Matías,José María Matías Maruri,alta,revision_manual_resuelta_web,,,
José María Matías Maruri,José María Matías Maruri,alta,revision_manual_resuelta_web,,,
J. A. Moreno Corbea,José Moreno Corbea,media,revision_manual_resuelta_web,,,
José A Moreno Corbea,José Moreno Corbea,media,revision_manual_resuelta_web,,,
José Moreno Corbea,José Moreno Corbea,media,revision_manual_resuelta_web,,,
"Moreno Corbea, José A.",José Moreno Corbea,media,revision_manual_resuelta_web,,,
Jose Ortiz Bejar,Jose Ortiz Bejar,alta,nuevo_autor_normalizado_display,0.0,1,1
"Ortiz-Bejar, Jose",Jose Ortiz Bejar,alta,nuevo_autor_normalizado,0.0,1,1
José A Perusquía,José Perusquía,media,revision_manual_resuelta_web,,,
José Perusquía,José Perusquía,media,revision_manual_resuelta_web,,,
"Perusquía, José A.",José Perusquía,media,revision_manual_resuelta_web,,,
J Rodríguez,José Rodríguez,media,expandido_por_variante_interna_display,0.93,2,2
José Rodríguez,José Rodríguez,alta,nuevo_autor_normalizado_display,0.0,5,5
"Rodríguez, J.",José Rodríguez,media,expandido_por_variante_interna,0.93,2,2
"Rodríguez, José",José Rodríguez,alta,nuevo_autor_normalizado,0.0,5,5
"Alfaro, R.",José Rubén Alfaro Molina,alta,revision_manual_resuelta_web,,,
José Rubén Alfaro Molina,José Rubén Alfaro Molina,alta,revision_manual_resuelta_web,,,
R Alfaro,José Rubén Alfaro Molina,alta,revision_manual_resuelta_web,,,
José Zarate,José Zarate,alta,nuevo_autor_normalizado_display,0.0,1,1
"Zarate, José",José Zarate,alta,nuevo_autor_normalizado,0.0,1,1
"Gutiérrez-Martínez, Josefina",Josefina Gutiérrez Martínez,alta,nuevo_autor_normalizado,0.0,1,1
Josefina Gutiérrez Martínez,Josefina Gutiérrez Martínez,alta,nuevo_autor_normalizado_display,0.0,1,1
Josseline Rojas Martinez,Josseline Rojas Martinez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Rojas-Martinez, Josseline",Josseline Rojas Martinez,alta,nuevo_autor_normalizado,0.0,1,1
Juan Antonio Lopez Rivera,Juan Antonio López Rivera,alta,tutora_exacta_display,1.0,2,2
"Rivera, Juan Antonio Lopez",Juan Antonio López Rivera,alta,tutora_exacta,1.0,2,2
"Camacho-Perez, Juan M.",Juan Camacho Perez,media,revision_manual_resuelta_web,,,
Juan Camacho Perez,Juan Camacho Perez,media,revision_manual_resuelta_web,,,
Juan M Camacho Perez,Juan Camacho Perez,media,revision_manual_resuelta_web,,,
"Albarrán, J.-C.",Juan Carlos Albarran,media,expandido_por_variante_interna,0.0,1,1
"Albarran, Juan-Carlos",Juan Carlos Albarran,alta,nuevo_autor_normalizado,0.0,1,1
J C Albarrán,Juan Carlos Albarran,media,expandido_por_variante_interna_display,0.0,1,1
Juan Carlos Albarran,Juan Carlos Albarran,alta,nuevo_autor_normalizado_display,0.0,1,1
"Andrade Ortíz, Juan Carlos",Juan Carlos Andrade Ortíz,alta,nuevo_autor_normalizado,0.0,2,2
J. C. A. Ortíz,Juan Carlos Andrade Ortíz,alta,revision_manual_resuelta_web,,,
Juan Carlos Andrade Ortíz,Juan Carlos Andrade Ortíz,alta,nuevo_autor_normalizado_display,0.0,2,2
"Barajas, Juan-Carlos",Juan Carlos Barajas,alta,nuevo_autor_normalizado,0.0,4,4
Juan Carlos Barajas,Juan Carlos Barajas,alta,nuevo_autor_normalizado_display,0.0,4,4
"García-Altamirano, Juan Carlos",Juan Carlos García Altamirano,alta,nuevo_autor_normalizado,0.0,1,1
Juan Carlos García Altamirano,Juan Carlos García Altamirano,alta,nuevo_autor_normalizado_display,0.0,1,1
"Carlos Martinez-Garcia, Juan",Juan Carlos Martínez García,alta,tutora_exacta,1.0,1,1
J C Martínez García,Juan Carlos Martínez García,media,tutora_probable_display,0.96,2,2
Juan Carlos Martinez Garcia,Juan Carlos Martínez García,alta,tutora_exacta_display,1.0,1,1
"Martínez-García, J.C.",Juan Carlos Martínez García,media,tutora_probable,0.96,2,2
Juan Carlos Sanchez Garcia,Juan Carlos Sanchez Garcia,alta,nuevo_autor_normalizado_display,0.0,3,3
"Sanchez-Garcia, Juan Carlos",Juan Carlos Sanchez Garcia,alta,nuevo_autor_normalizado,0.0,3,3
J C Silva,Juan Carlos Silva Chavez,alta,revision_manual_resuelta_web,,,
Juan Carlos Silva Chavez,Juan Carlos Silva Chavez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Silva-Chavez, Juan Carlos",Juan Carlos Silva Chavez,alta,nuevo_autor_normalizado,0.0,1,1
"Silva, J.C.",Juan Carlos Silva Chavez,alta,revision_manual_resuelta_web,,,
"Echevarría, J.",Juan Echevarría,media,revision_manual_resuelta_web,,,
J Echevarría,Juan Echevarría,media,revision_manual_resuelta_web,,,
Juan Echevarría,Juan Echevarría,media,revision_manual_resuelta_web,,,
J F Rubio Mijangos,Juan Fernando Rubio Mijangos,alta,revision_manual_resuelta_web,,,
Juan Fernando Rubio Mijangos,Juan Fernando Rubio Mijangos,alta,revision_manual_resuelta_web,,,
"Mijangos, J. F. Rubio",Juan Fernando Rubio Mijangos,alta,revision_manual_resuelta_web,,,
"Espinoza-Rodriguez, Juan Horacio",Juan Horacio Espinoza Rodriguez,alta,nuevo_autor_normalizado,0.0,2,2
Juan Horacio Espinoza Rodriguez,Juan Horacio Espinoza Rodriguez,alta,nuevo_autor_normalizado_display,0.0,2,2
Juan José Montellano Ballesteros,Juan Jose Montellano Ballesteros,alta,tutora_exacta_display,1.0,1,1
"Montellano-Ballesteros, Juan José",Juan Jose Montellano Ballesteros,alta,tutora_exacta,1.0,1,1
"Cruz-Bastida, Juan P.",Juan Pablo Cruz Bastida,media,tutora_probable,0.96,4,4
Juan P Cruz Bastida,Juan Pablo Cruz Bastida,media,tutora_probable_display,0.96,4,4
"Gutiérrez, Juan Pablo",Juan Pablo Gutiérrez,alta,nuevo_autor_normalizado,0.0,1,1
Juan Pablo Gutiérrez,Juan Pablo Gutiérrez,alta,nuevo_autor_normalizado_display,0.0,1,1
J D Ramirez Zamora,Juan Ramirez Zamora,media,revision_manual_resuelta_web,,,
Juan D Ramirez Zamora,Juan Ramirez Zamora,media,revision_manual_resuelta_web,,,
Juan Ramirez Zamora,Juan Ramirez Zamora,media,revision_manual_resuelta_web,,,
"Ramirez-Zamora, J.D.",Juan Ramirez Zamora,media,revision_manual_resuelta_web,,,
"Ramirez-Zamora, Juan D.",Juan Ramirez Zamora,media,revision_manual_resuelta_web,,,
Juan Ramos Álvarez,Juan Ramos Álvarez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Ramos-Álvarez, Juan",Juan Ramos Álvarez,alta,nuevo_autor_normalizado,0.0,2,2
Juan P Reyes Gonzalez,Juan Reyes Gonzalez,media,revision_manual_resuelta_web,,,
Juan Reyes Gonzalez,Juan Reyes Gonzalez,media,revision_manual_resuelta_web,,,
"Reyes-Gonzalez, Juan P.",Juan Reyes Gonzalez,media,revision_manual_resuelta_web,,,
Juan Vásquez,Juan Vásquez,alta,tutora_exacta_display,1.0,1,1
"Vásquez, Juan",Juan Vásquez,alta,tutora_exacta,1.0,1,1
"Bravo-Castillero, Julián",Julián Bravo Castillero,alta,nuevo_autor_normalizado,0.0,1,1
Julián Bravo Castillero,Julián Bravo Castillero,alta,nuevo_autor_normalizado_display,0.0,1,1
Julio Cesar Mello Roman,Julio Cesar Mello Roman,alta,nuevo_autor_normalizado_display,0.0,1,1
"Mello-Roman, Julio Cesar",Julio Cesar Mello Roman,alta,nuevo_autor_normalizado,0.0,1,1
J C Ramírez Vélez,Julio Cesar Ramirez Velez,media,tutora_probable_display,0.96,1,1
"Ramírez-Vélez, J C",Julio Cesar Ramirez Velez,media,tutora_probable,0.96,1,1
Karina Mendoza Angeles,Karina Mendoza Angeles,alta,nuevo_autor_normalizado_display,0.0,4,4
"Mendoza-Angeles, Karina",Karina Mendoza Angeles,alta,nuevo_autor_normalizado,0.0,4,4
K Salas Jimenez,Karla Salas Jimenez,media,expandido_por_variante_interna_display,0.0,3,3
Karla Salas Jimenez,Karla Salas Jimenez,alta,nuevo_autor_normalizado_display,0.0,3,3
"Salas-Jimenez, K.",Karla Salas Jimenez,media,expandido_por_variante_interna,0.0,3,3
"Salas-Jimenez, Karla",Karla Salas Jimenez,alta,nuevo_autor_normalizado,0.0,3,3
K K Sánchez Torres,Karla Sánchez Torres,media,revision_manual_resuelta_web,,,
Karla K Sánchez Torres,Karla Sánchez Torres,alta,revision_manual_resuelta_web,,,
Karla Sánchez Torres,Karla Sánchez Torres,alta,revision_manual_resuelta_web,,,
"Sánchez-Torres, K.K.",Karla Sánchez Torres,media,revision_manual_resuelta_web,,,
"Sánchez-Torres, Karla K.",Karla Sánchez Torres,alta,revision_manual_resuelta_web,,,
Katya Rodriguez Vazquez,Katya Rodríguez Vázquez,alta,tutora_exacta_display,1.0,2,2
"Rodriguez-Vazquez, Katya",Katya Rodríguez Vázquez,alta,tutora_exacta,1.0,2,2
L. Concha,L Concha,alta,tutora_exacta,1.0,3,3
"Jeannin, L.",Laurent Jeannin,media,revision_manual_resuelta_web,,,
L Jeannin,Laurent Jeannin,media,revision_manual_resuelta_web,,,
Laurent Jeannin,Laurent Jeannin,media,revision_manual_resuelta_web,,,
Lennart Schaepermeier,Lennart Schaepermeier,alta,nuevo_autor_normalizado_display,0.0,1,1
"Schaepermeier, Lennart",Lennart Schaepermeier,alta,nuevo_autor_normalizado,0.0,1,1
"Hecht, Leon",Leon Hecht,alta,nuevo_autor_normalizado,0.0,1,1
Leon Hecht,Leon Hecht,alta,nuevo_autor_normalizado_display,0.0,1,1
A. Leonardo Campos Carreras,Leonardo Campos Carreras,alta,revision_manual_resuelta_web,,,
Leonardo Campos Carreras,Leonardo Campos Carreras,alta,revision_manual_resuelta_web,,,
"Faustino-Morales, Leonardo",Leonardo Faustino Morales,alta,nuevo_autor_normalizado,0.0,2,2
L. Faustino-Morales,Leonardo Faustino Morales,media,expandido_por_variante_interna,0.0,2,2
Leonardo Faustino Morales,Leonardo Faustino Morales,alta,nuevo_autor_normalizado_display,0.0,2,2
"Faustinos-Morales, Leonardo",Leonardo Faustinos Morales,alta,nuevo_autor_normalizado,0.0,9,9
L. Faustinos-Morales,Leonardo Faustinos Morales,media,expandido_por_variante_interna,0.0,4,4
Leonardo Faustinos Morales,Leonardo Faustinos Morales,alta,nuevo_autor_normalizado_display,0.0,9,9
"Gomez-Coronel, Leonardo",Leonardo Gomez Coronel,alta,nuevo_autor_normalizado,0.0,2,2
Leonardo Gomez Coronel,Leonardo Gomez Coronel,alta,nuevo_autor_normalizado_display,0.0,2,2
"Ledesma-Dominguez, Leonardo",Leonardo Ledesma Domínguez,alta,tutora_exacta,1.0,6,6
Leonardo Ledesma Dominguez,Leonardo Ledesma Domínguez,alta,tutora_exacta_display,1.0,6,6
